University/College,Ratings,Reviews,Source ,clean_review,Fake_Prediction,sentiment_score,Sentiment
SS Jain Subodh PG College Jaipur,5.0,Hey my self pamit I graduated from ss jain subodh pg college jaipur rajasthan i likes this college very much as I studied here for 3 years i think this is 1 college in jaipur infrastructure and education quality is fantastic here you can easily get admission here.,Collegedunia,hey self pamit graduated ss jain subodh pg college jaipur rajasthan likes college much studied years think college jaipur infrastructure education quality fantastic easily get admission,Genuine,0.8316,Positive
Anna University Chennai,5.0,"When I leave from the college I got 4 placement call letter from company. After in my soul Feeling happy and give thank to God for giving the very high levelled job. It Is my great boon in my life. In my joined company all are congrats for my cgpa, coaching , training, working method this are for my Dean ,Registrar, HOD,college staffs ,etc.",Collegedunia,leave college got placement call letter company soul feeling happy give thank god giving high levelled job great boon life joined company congrats cgpa coaching training working method dean registrar hodcollege staffs etc,Genuine,0.9552,Positive
Vedica Institute of Technology Bhopal,5.0,All faculty have an good knowledge in their field.all are engineers all faculties are helpful whenever you will get the problem you can go there and solve your problem there is a too many mind games also played by the faculties. The home works as well as assignments practicals all things done gratefully.,Collegedunia,faculty good knowledge fieldall engineers faculties helpful whenever get problem go solve problem many mind games also played faculties home works well assignments practicals things done gratefully,Genuine,0.8271,Positive
MIT Manipal,5.0,I appeared for a exam conducted by this institute after filling a form for it . Then the results came and merit list was displayed online those who cleared were called for further orientation process in college. There on the basis of your rank you will be alloted different branches for example for mechanical electronics and communication and computer science there was a huge demand and it got filled up very soon.,Collegedunia,appeared exam conducted institute filling form results came merit list displayed online cleared called orientation process college basis rank alloted different branches example mechanical electronics communication computer science huge demand got filled soon,Genuine,0.6124,Positive
VIT Vellore,5.0,"Financial Assistance will be awarded to the eligible students subject to the following conditions. Annual Income of the parent shall not exceed Rs.1,00,000/-. They should not have any standing arrear in Semester Exams. They should not be recipients of any other scholarship. Attendance should be more than 75% in each subject in the fall semester. They should not have involved in any disciplinary action etc.",Collegedunia,financial assistance awarded eligible students subject following conditions annual income parent shall exceed rs standing arrear semester exams recipients scholarship attendance subject fall semester involved disciplinary action etc,Genuine,0.4019,Positive
SGVU,5.0,"College is good and faculties are very helpful, helped us to clarify our doubts in a proper manner. Disciplined atmosphere which was very annoying actually during our time in college. But that is actually helping us now helped us to gain knowledge via paid internships in various organizations, which was helpful for us in understanding the subjects in our 3rd year and hence helpful for us in our placements as well case studies given to us in various streams were helpful to understand the practical scenarios in corporate.",Collegedunia,college good faculties helpful helped us clarify doubts proper manner disciplined atmosphere annoying actually time college actually helping us helped us gain knowledge via paid internships various organizations helpful us understanding subjects rd year hence helpful us placements well case studies given us various streams helpful understand practical scenarios corporate,Genuine,0.9746,Positive
Sri Krishna Arts and Science College Coimbatore,5.0,"Skasc provides vast placements. Every year the break their own records in placements. This time they made a new record of 219 out of 239 placed in Infosys. In skasc various famous it companies like wipro, cts, TCS, techM, Amazon, Oracle and etc. The placement for CDF departments are also available. Various boutiques offers placements and high rated hotels are offering placements for Catering dept.",Collegedunia,skasc provides vast placements every year break records placements time made new record placed infosys skasc various famous companies like wipro cts tcs techm amazon oracle etc placement cdf departments also available various boutiques offers placements high rated hotels offering placements catering dept,Genuine,0.4939,Positive
SPSU,5.0,"Its a very good college here we get overall development of our personality also students of the college are very talented and friendly , they come from almost every part of the country. Apart from theory a huge time is invested on hands on learning so you can learn industrial applications of the subject.",Collegedunia,good college get overall development personality also students college talented friendly come almost every part country apart theory huge time invested hands learning learn industrial applications subject,Genuine,0.9109,Positive
"Industrial Design Centre, IIT Mumbai",5.0,"The two years M.Des course is offered in Industrial Design, Communication Design, Animation & Film Making, Interaction and Vehicle & Mobility Design. First year involves smaller courses and projects, while the second involves 3 projects (P1- Internship, P2-III Sem and P3-IV Sem). All of the learning at IDC is presented to the public at the Annual Design Degree Shows.",Collegedunia,two years mdes course offered industrial design communication design animation film making interaction vehicle mobility design first year involves smaller courses projects second involves projects p internship piii sem piv sem learning idc presented public annual design degree shows,Genuine,0.0,Neutral
Mumbai Film Academy,5.0,"Yes Mumbai Film Academy provides Scholarship & loan facility to deserving students.On submission of all the required documents, along with the proof of admission, an Invitation letter from Mumbai Film Academy will be issued to the International student for Visa Application at the Indian embassy Immigration office located in their country. All the necessary relevant documents will have to be submitted in Original.",Collegedunia,yes mumbai film academy provides scholarship loan facility deserving studentson submission required documents along proof admission invitation letter mumbai film academy issued international student visa application indian embassy immigration office located country necessary relevant documents submitted original,Genuine,0.6124,Positive
UCMS Delhi,5.0,"All the faculty members of UCMS hold excellence in their respective fields. All of them are post graduated diplomats having various laurels in their name. They are very kind, and are always keen to help. Before starting with any new topic, they first brief us about its clinical implications so that we can realise it's importance while practice.",Collegedunia,faculty members ucms hold excellence respective fields post graduated diplomats various laurels name kind always keen help starting new topic first brief us clinical implications realise importance practice,Genuine,0.9538,Positive
VIT Vellore,5.0,"Yes, VIT provides scholarships and foreign scholarships as well depending on the interest of the student, for a student securing 500 VIT provides a reduction in fee structure accordingly. And with the call letter or say provision letter u can even avail the loan facility from any bank.",Collegedunia,yes vit provides scholarships foreign scholarships well depending interest student student securing vit provides reduction fee structure accordingly call letter say provision letter u even avail loan facility bank,Genuine,0.8442,Positive
PDEU,5.0,"The placements are the best meant to ask it for undergraduate studies. Petroleum is definitely the best poised for placements, as it is the brand name carrying, older branch. But they suffered this time. The placements were below average, but good students fetched good packages as usual. Coming to SOT, Civil and Chemical engineering had good placements, about 50-60% of the eligible students were placed via on-campus placements.",Collegedunia,placements best meant ask undergraduate studies petroleum definitely best poised placements brand name carrying older branch suffered time placements average good students fetched good packages usual coming sot civil chemical engineering good placements eligible students placed via oncampus placements,Genuine,0.93,Positive
Aravali College of Engineering and Management Faridabad,5.0,"Secondly infrastructure is suitable for every students because in this is a full of greenary environment and for a sport lovers students ARAVALI having a big nd perfect playground. About the facilities is awesome including water, electricity , transport, library, playground , cafeteria etc.",Collegedunia,secondly infrastructure suitable every students full greenary environment sport lovers students aravali big nd perfect playground facilities awesome including water electricity transport library playground cafeteria etc,Genuine,0.9042,Positive
Vedica Institute of Technology Bhopal,5.0,"80% of the student.Firstly the placement is very gud. Then second salary package is up to 7-9 lakhs. Normally 7.5 cgpa nd the most important think is what is ur knowledge for job its doesnt matter what was ur percentage here its found a knowledgeable person. The company which visit is Wipro, bpo, indian army, so many company to come and take to placement and the most company is to come for it cs nd ec branch jobs are very mor",Collegedunia,studentfirstly placement gud second salary package lakhs normally cgpa nd important think ur knowledge job doesnt matter ur percentage found knowledgeable person company visit wipro bpo indian army many company come take placement company come cs nd ec branch jobs mor,Genuine,0.2544,Positive
Nagarjuna College of Engineering and Technology Bangalore,5.0,The college is good it provide placemment to good company its campus is great when we are studing in college its a great fun all teachers are great they treat every student equally its very joyfull time of my life.,Collegedunia,college good provide placemment good company campus great studing college great fun teachers great treat every student equally joyfull time life,Fake,0.9753,Positive
Fergusson College Pune,5.0,"100 % job placement. The paint Manufacturing / application industry offers a starting job of Supervisor or Chemist or a Marketing Executive and average salary packages between 1.5 lakh and 2.5 lakhs per annum. Salary package is different across the industry. Over a period of time, the person can progress to senior level and salary increases accordingly with respect to the position.",Career360 ,job placement paint manufacturing application industry offers starting job supervisor chemist marketing executive average salary packages lakh lakhs per annum salary package different across industry period time person progress senior level salary increases accordingly respect position,Genuine,0.7096,Positive
VNRVJIET,5.0,The campus life is very excellent more than what you expected. The will be gender equality between male and female. Equal opportunities are given to the genders. The labs are excellent. There will be every year sports fest in our college and our college teams will go to other sports fest and participate in it. There will be convergence events where there will be fest regarding technologies.,Career360 ,campus life excellent expected gender equality male female equal opportunities given genders labs excellent every year sports fest college college teams go sports fest participate convergence events fest regarding technologies,Genuine,0.8906,Positive
Sikkim Manipal Institute of Technology East Sikkim,5.0,"SMIT has one of the best campuses with noise and pollution-free environment, which provides a perfect environment for the students to learn. I have published a paper in SCI journal and was provided with an incentive amount of Rs.1667/-. Also, one of our projects was funded by SMU. SMIT has helped me a lot to grow professionally as well as personally and will be always thankful to this wonderful college.",Career360 ,smit one best campuses noise pollutionfree environment provides perfect environment students learn published paper sci journal provided incentive amount rs also one projects funded smu smit helped lot grow professionally well personally always thankful wonderful college,Genuine,0.9633,Positive
Gateway College of Architecture and Design Sonepat,5.0,Admission in this college was through NATA and JEE-MAINS score. The minimum cutoff for this college was 70 in NATA while 80 percentile in JEE-MAINS. The admission was conducted in two parts: First was the submission of the Mark sheet and all other documents Second was about the Interview Round which was taken by the director itself. The admission consideration was only about the students who were passionate about Architecture.,Career360 ,admission college nata jeemains score minimum cutoff college nata percentile jeemains admission conducted two parts first submission mark sheet documents second interview round taken director admission consideration students passionate architecture,Genuine,0.5267,Positive
Gateway College of Architecture and Design Sonepat,5.0,"Firstly i visit college in may then i meet Mohit sir ,he is conseller in gateway college.mohit sir i talked to and dicussed about the gateway college.then all the formality i have completed like documents.that were required was processed in july and then paid first semester fees in july last week and after that college was started in august 5 2019 on Monday.",Career360 ,firstly visit college may meet mohit sir conseller gateway collegemohit sir talked dicussed gateway collegethen formality completed like documentsthat required processed july paid first semester fees july last week college started august monday,Genuine,0.3612,Positive
Gateway College of Architecture and Design Sonepat,5.0,"Here in gateway college life or campus life is amazing as we all live like a family here and our teachers are like parents and seniors are like brothers we enjoy studying here too. We all do all the things together, the unity of our college can easily tell others or outsiders that how is the bond between us is. We think as a whole for our betterment and our society.",Career360 ,gateway college life campus life amazing live like family teachers like parents seniors like brothers enjoy studying things together unity college easily tell others outsiders bond us think whole betterment society,Genuine,0.9423,Positive
AKTU,5.0,Faculty of my college is very good they are very talented and they have a lot of knowledge they many time help us when we get demotivated or when they watch our study mark going down they are very good and they help us many time if we contact them after college they also help us then they are very good people and they also take care of us like our guardians,Career360 ,faculty college good talented lot knowledge many time help us get demotivated watch study mark going good help us many time contact college also help us good people also take care us like guardians,Genuine,0.9776,Positive
SAITM,5.0,"Our faculty ,staff and teacher and just Great. My Branch teacher are the best teachers I can say ..very helpful , explain everything very clearly support us to move forward. The faculty members are highly educated and cooperative.The faculty members are very good. Faculties are highly qualified with Problem solving abilities..They always clear the queries and doubts of every student.. They have good knowledge about the subjects.",Career360 ,faculty staff teacher great branch teacher best teachers say helpful explain everything clearly support us move forward faculty members highly educated cooperativethe faculty members good faculties highly qualified problem solving abilitiesthey always clear queries doubts every student good knowledge subjects,Genuine,0.9729,Positive
IMS BHU,5.0,"There are many events celebrated in the college for students like ELIXIR, cultural programmes etc. Every year the college celebrates the foundation day, Independence and Republic Day. There are programmes for teachers, students and the faculty of the college.",Career360 ,many events celebrated college students like elixir cultural programmes etc every year college celebrates foundation day independence republic day programmes teachers students faculty college,Genuine,0.872,Positive
Rajarshi Shahu College of Pharmacy and Research Pune,5.0,"The campus is awesome with lots of greenery. The gender ratio is equal. Anti-ragging forms are been filled here with a committee. Many extracurricular activities like blood donation camps, Swatchha Bharat Abhiyan, Ban on sigle use plastics are held. Labs are also very good clean with all equipment and chemicals. We have our indoor and outdoor sports competition .Yes debates competitions are held .",Career360 ,campus awesome lots greenery gender ratio equal antiragging forms filled committee many extracurricular activities like blood donation camps swatchha bharat abhiyan ban sigle use plastics held labs also good clean equipment chemicals indoor outdoor sports competition yes debates competitions held,Genuine,0.8973,Positive
Vallabh Government College Mandi,5.0,"the financial aid office at a college or career school. a high school or TRIO counselor. the U.S. Department of Labor's FREE scholarship search tool. federal agencies. your state grant agency. your library's reference section. More items...College and University Students. ... The objective of the scheme is to provide financial assistance to the meritorious students having family income of less than Rs. 6 lakh per annum, to meet a part of their day-to-day expenses while pursuing higher studies. PEOPLE ALSO ASK.",Career360 ,financial aid office college career school high school trio counselor us department labors free scholarship search tool federal agencies state grant agency librarys reference section itemscollege university students objective scheme provide financial assistance meritorious students family income less rs lakh per annum meet part daytoday expenses pursuing higher studies people also ask,Genuine,0.8636,Positive
GEU,5.0,students can reach the faculty anytime inside the campus during campus timings. and technology has provided us with the messaging sources and mobile phones so students can utilize them in contacting teachers. Teachers are always there to help students and solve their problem whether it is related to study or something else. Teachers are always there to guide students.,Career360 ,students reach faculty anytime inside campus campus timings technology provided us messaging sources mobile phones students utilize contacting teachers teachers always help students solve problem whether related study something else teachers always guide students,Genuine,0.2263,Positive
LCDC,5.0,Good experience in college life and the campus is also good and boys are more compare to girls and the labs is also very good all the competition are in college organised by college time to time to increase the students moral and they give certificates are also issued by the college,Career360 ,good experience college life campus also good boys compare girls labs also good competition college organised college time time increase students moral give certificates also issued college,Fake,0.875,Positive
New Delhi Institute of Management,5.0,"The events take place almost every week by different clubs. The Industrial and cultural visits to various companies along with alumni meets, and inter college competitions in sports like Badminton and cricket takes place on a regular basis. All the events help students in gaining knowledge and developing themselves.",Career360 ,events take place almost every week different clubs industrial cultural visits various companies along alumni meets inter college competitions sports like badminton cricket takes place regular basis events help students gaining knowledge developing,Genuine,0.7906,Positive
Rakshpal Bahadur College of Pharmacy Bareilly,5.0,The course curriculum for every course related to pharmacy is governed by PHARMACY COUNCIL OF INDIA. It include the study of drug designing and their pharmacological effects on the body. If anybody is having interest in the feild of medecine or human health it will be a good option to choose pharmacy as a carrier,Career360 ,course curriculum every course related pharmacy governed pharmacy council india include study drug designing pharmacological effects body anybody interest feild medecine human health good option choose pharmacy carrier,Genuine,0.7096,Positive
RIT Roorkee,5.0,"Faculties in the college are very helpful and dedicated towards their goals and they take every step and pain to teach us in more innovative ways. they help us in studies, project work and aware us about different internship programs that takes place in different parts of the country.",Career360 ,faculties college helpful dedicated towards goals take every step pain teach us innovative ways help us studies project work aware us different internship programs takes place different parts country,Genuine,0.8381,Positive
Haridwar University,5.0,"Faculty of the college is really good. All the teachers are highly qualified and teach us with utmost understanding. They are highly skilled and help us in every possible way they can. They never say a no to the students.For such an advanced course designed by the department, it is a necessity for the college to have some of the most experienced, talented and intelligent professors so that we have an in depth knowledge of the subject. Our teachers are amazing in their job and teach us really well with their kind and supportive nature.",Career360 ,faculty college really good teachers highly qualified teach us utmost understanding highly skilled help us every possible way never say studentsfor advanced course designed department necessity college experienced talented intelligent professors depth knowledge subject teachers amazing job teach us really well kind supportive nature,Genuine,0.9786,Positive
Rustomjee Academy for Global Careers Mumbai,5.0,"Before entering to the final year, there was a training session on ILTS after training there was exam of English proficiency test, after clearing the test we got the admission in final yea, the exam structure was of assignment submission, and at last we have to submit the Dissertation of 10000 words.",Career360 ,entering final year training session ilts training exam english proficiency test clearing test got admission final yea exam structure assignment submission last submit dissertation words,Genuine,0.0,Neutral
Rustomjee Academy for Global Careers Mumbai,5.0,"Before entering to the final year, there was a training session on ILTS after training there was exam of English proficiency test, after clearing the test we got the admission in final yea, the exam structure was of assignment submission, and at last we have to submit the Dissertation of 10000 words.",Career360 ,entering final year training session ilts training exam english proficiency test clearing test got admission final yea exam structure assignment submission last submit dissertation words,Genuine,0.0,Neutral
IAAN School of Mass Communication New Delhi,5.0,"First of all, IAAN is affiliated to Makhanlal Chaturvedi National University for Journalism and Mass Communication. And the course Curriculum and exam structure are according to Makhan Lal Chaturvedi Patrkarita Vishwidyalaya. Makhanlal Chaturvedi University running an old syllabus but the practical knowledge which is provided by IAAN is best. IAAN is the 2nd college after IIMC who teaches Artificial Intelligence course.",Career360 ,first iaan affiliated makhanlal chaturvedi national university journalism mass communication course curriculum exam structure according makhan lal chaturvedi patrkarita vishwidyalaya makhanlal chaturvedi university running old syllabus practical knowledge provided iaan best iaan nd college iimc teaches artificial intelligence course,Genuine,0.899,Positive
"Dasmesh Girls College, Hoshiarpur",1.5,"I was studying B.Sc. Non Medical because of its relevance and my interest. The teaching qualify varies; some professors are excellent, while others lack depth and engagement. While the theoretical knowledge is imparted, the practical skills are lacking.",Career360 ,studying bsc non medical relevance interest teaching qualify varies professors excellent others lack depth engagement theoretical knowledge imparted practical skills lacking,Genuine,0.8126,Positive
"Deogiri Institute of Technology and Management Studies, Aurangabad",1.5,Here academics is good the focus on academics somewhat and personal life more here there are teachers sometime not available in classroom teching is not so good should opt for some course but for not all,Career360 ,academics good focus academics somewhat personal life teachers sometime available classroom teching good opt course,Genuine,0.4404,Positive
"Amity University, Mohali",1.5,I'm studying B.C.A in this university and the quality of teaching in my opinion is not very up to the mark. The students mostly need external skills to be job ready and the curriculum is not always updated.,Career360 ,im studying bca university quality teaching opinion mark students mostly need external skills job ready curriculum always updated,Genuine,0.3612,Positive
"Amity University, Mohali",1.5,I'm studying B.C.A in this university and the quality of teaching in my opinion is not very up to the mark. The students mostly need external skills to be job ready and the curriculum is not always updated.,Career360 ,im studying bca university quality teaching opinion mark students mostly need external skills job ready curriculum always updated,Genuine,0.3612,Positive
"Shri Vithal Education and Research Institute's College of Engineering, Solapur",1.5,"Waste of time and energy and money. Under the name of discipline, fine is charged even for minute shitty things. Teachers will give you the written notes and you have to mug up only those notes and you will score good. But it does not help you to secure a job.",Career360 ,waste time energy money name discipline fine charged even minute shitty things teachers give written notes mug notes score good help secure job,Genuine,-0.1248,Negative
"Shree Dhanvantary College of Engineering and Technology, Surat",1.5,The academics is not so good. I am regretting coming to this college. The faculties are not good enough to teach. They are very lazy and they don't sometimes even teachers and at the end we have to teach and study ourselves.,Career360 ,academics good regretting coming college faculties good enough teach lazy dont sometimes even teachers end teach study,Genuine,-0.896,Negative
"Eswar College of Engineering, Narasaraopet",1.5,I pursued engineering degree from this college. Teachers are from the local areas. They are not at all interested in taking lectures. Curriculum not up to date. This definitely not make us job ready.,Career360 ,pursued engineering degree college teachers local areas interested taking lectures curriculum date definitely make us job ready,Genuine,0.4482,Positive
"ICFAI University, Jaipur",1.5,"According to me, teachers are qualified and they have knowledge in their subject but their teaching skills are very poor and very strict and does partiality between the topper students and the backbenchers",Career360 ,according teachers qualified knowledge subject teaching skills poor strict partiality topper students backbenchers,Genuine,-0.6798,Negative
"RE Society's RP Gogate College of Arts and Science and RV Jogalekar College of Commerce, Ratnagiri",1.6,The syllabus they teach us in the college is totally outdated. Everything they teach in the college is not at all needed in the actual world. Thus the college has to update their syllabus as soon as possible.,Career360 ,syllabus teach us college totally outdated everything teach college needed actual world thus college update syllabus soon possible,Genuine,0.0,Neutral
"SMD College, Punpun",1.7,"I studied history here, and I am a student of batch 2021. Given the college was under Patliputra University it had an updated syllabus that was up to current market demand, though its teaching standard was not up to standard and it didn't made me job ready",Career360 ,studied history student batch given college patliputra university updated syllabus current market demand though teaching standard standard didnt made job ready,Genuine,0.25,Positive
"Swami Shraddhanand College, Delhi",1.5,The teachers were soo careless and irresponsible in there behaviour so donât think as too educate a students they just spend they time and earning a good amount of salary from the college no projects no learning in studies,Career360 ,teachers soo careless irresponsible behaviour donât think educate students spend time earning good amount salary college projects learning studies,Fake,-0.7096,Negative
"CM College, Darbhanga",1.5,I studied BA in Hindi honours (2020-2023). The teaching quality is very poor because faculties do not take classes because students do not go to classes they often stay at home rather than going college for classes.,Career360 ,studied ba hindi honours teaching quality poor faculties take classes students go classes often stay home rather going college classes,Genuine,-0.0498,Neutral
"Poornima College of Engineering, Jaipur",1.5,"Extremely poor knowledge of faculty except a couple few, students would much rather find it helpful going through youtube videos instead of college lecture, but then again the proctor would start crying about low attendance hahah",Career360 ,extremely poor knowledge faculty except couple students would much rather find helpful going youtube videos instead college lecture proctor would start crying low attendance hahah,Genuine,-0.7962,Negative
"Khallikote Autonomous College, Berhampur",1.6,Not at all satisfied. Need to improvise on different factors such as presence of techers and facilitating intellectual professors. Thought my department teachers were good enough to hold our department. But there are certain departments where teachers aren't available at all but the course is passed by the organisation.,Career360 ,satisfied need improvise different factors presence techers facilitating intellectual professors thought department teachers good enough hold department certain departments teachers arent available course passed organisation,Genuine,0.6229,Positive
"Punjab Degree College, Faridkot",1.5,i have done my b.com there in 2023 and i have experienced very bad quality of study there the teachers were not teaching good there and leave the college after some time they are only completing formalities only and not providing proper study and facility to the students,Career360 ,done bcom experienced bad quality study teachers teaching good leave college time completing formalities providing proper study facility students,Genuine,-0.7506,Negative
"PES University, Bangalore",1.5,1st of all they complete 2 years course in a single year. And their main focus is on syllabus completion. And they don't care about student understandings. Actually even faculty do not have proper knowledge about the course which they handle. They just copy it from W3 school or any other online web sources.,Career360 ,st complete years course single year main focus syllabus completion dont care student understandings actually even faculty proper knowledge course handle copy w school online web sources,Genuine,-0.3875,Negative
"RE Society's RP Gogate College of Arts and Science and RV Jogalekar College of Commerce, Ratnagiri",1.5,Academic teaching is poor quality. Syllabus is way older than the current trends in the present market or world. Student has to update himself in order to stay update with the current trends. Faculty is below average.,Career360 ,academic teaching poor quality syllabus way older current trends present market world student update order stay update current trends faculty average,Genuine,-0.4767,Negative
"Future Business School, Kolkata",1.5,I don't know how to say it but please don't waste your life and time by taking admission in this college. They will study another thing and in the exam it will come another . So don't believe them they all are ????????,Career360 ,dont know say please dont waste life time taking admission college study another thing exam come another dont believe,Genuine,0.785,Positive
University of Lucknow,0.5,"All faculties are outdated and ancient. They are in abysmal condition. There's no wifi in the library, the technology and computers installed are outdated. You cannot enter the library with any book you're supposed to leave all your items outside the library which is hysterical because inside the library there's hardly any updated books one could read. The computer lab is pathetic, the systems carry out dated softwares, they can't support heavy development softwares such as vs code or anaconda for writing code.",Collegedunia,faculties outdated ancient abysmal condition theres wifi library technology computers installed outdated cannot enter library book youre supposed leave items outside library hysterical inside library theres hardly updated books one could read computer lab pathetic systems carry dated softwares cant support heavy development softwares vs code anaconda writing code,Genuine,-0.8155,Negative
Tamralipta Mahavidyalaya Medinipur,0.5,"The medical campus is about 20 aceres of land which includes teaching buildings, lab facilities, cafeteria, libraries, dormitory volleyball court, basketball court, football ground, indoor stages,cricket ground nd other indoor games court, there are also small small shops inside the campus where uh can get lite refreshments items, wifi facilities are available inside the campus aa well as in dormitories. lab faculties as highly trained and lab equipment are upgraded every accademic year",Collegedunia,medical campus aceres land includes teaching buildings lab facilities cafeteria libraries dormitory volleyball court basketball court football ground indoor stagescricket ground nd indoor games court also small small shops inside campus uh get lite refreshments items wifi facilities available inside campus aa well dormitories lab faculties highly trained lab equipment upgraded every accademic year,Genuine,0.2732,Positive
Kumaun University SSJ Campus Almora,0.5,fees is no expensive but not every family this fees/ charges not to be paid is no high expensive .only one year 3000rs for a exam.Soo is not deficult to be paid this charges.fee structure is good and no high expensive. No there are no any additional fees/ charges that had to be paid in order to secure an admission to my college.,Collegedunia,fees expensive every family fees charges paid high expensive one year rs examsoo deficult paid chargesfee structure good high expensive additional fees charges paid order secure admission college,Genuine,-0.8462,Negative
GTBIT,0.5,I have no other option. My jee mains rank is too low to get higher college so my first and last choice is bahadur institution of technology. I regret to get admission in this college i.e Guru tegh bahadur institution of technology,Collegedunia,option jee mains rank low get higher college first last choice bahadur institution technology regret get admission college ie guru tegh bahadur institution technology,Genuine,-0.7269,Negative
SHUATS,0.5,The course curriculum is updated as per the current requirements. It covers pretty much everything. It is easy as compared to other college. The teachers are also nice and they are ready to help the students in everything.,Collegedunia,course curriculum updated per current requirements covers pretty much everything easy compared college teachers also nice ready help students everything,Genuine,0.9201,Positive
GEHU Dehradun,0.5,For the students of other couses social life is great they dont have to pay for any trips but for our department students have to pay aside from the expensive fees they only took is to the other campus of the college in bhimtal aside from that no trips there is a 3 day grafest every year no fine arts books are there and only the fine arts department is not provided with amenities like ac or wifi plus they started building the department du3the classes in our first semester by building i mean further subdividing those four walls summer is terrible to sit through those little couped up walls.,Collegedunia,students couses social life great dont pay trips department students pay aside expensive fees took campus college bhimtal aside trips day grafest every year fine arts books fine arts department provided amenities like ac wifi plus started building department duthe classes first semester building mean subdividing four walls summer terrible sit little couped walls,Genuine,0.0108,Neutral
Bharati Vidyapeeth University College of Engineering Pune,0.5,"Marketing and sales companies visiting here in our technical college shows how bad the situation is here. Students are placed just to create a fake news and attain a certain rank. Alumni? No one wants to be associated with such college Placement here is a hoax, becoming a guard somewhere will get one more salary.",Collegedunia,marketing sales companies visiting technical college shows bad situation students placed create fake news attain certain rank alumni one wants associated college placement hoax becoming guard somewhere get one salary,Genuine,-0.7717,Negative
Excel College of Engineering and Technology Namakkal,0.5,Dudh college off placements during the admission time there is no such thing as placement in our collegeplacement cell or replacement department works with no I am of placing the students but this is the guidance of where the job is please don't usually help,Collegedunia,dudh college placements admission time thing placement collegeplacement cell replacement department works placing students guidance job please dont usually help,Genuine,-0.2817,Negative
BVM,0.5,"I have heard from the common public that this college is best for mechanical. That's why I chose this college. I was sure for mechanical branch though. If I would have to grade this college on the scale of 10, then I would grade this college 1/10. Infrastructure is extremely poor. Classrooms are poorly ventilated. No facility for the canteen. It doesn't have a proper drainage system which can be clearly seen during the rainy season. Faculties are full of arrogance at least of my branch. Their no proper management of anything on the campus. Very facility for sports equipment and wifi and they collect fees for that even if you utilise these or not. wifi speed is 100-125kbps at max.",Collegedunia,heard common public college best mechanical thats chose college sure mechanical branch though would grade college scale would grade college infrastructure extremely poor classrooms poorly ventilated facility canteen doesnt proper drainage system clearly seen rainy season faculties full arrogance least branch proper management anything campus facility sports equipment wifi collect fees even utilise wifi speed kbps max,Genuine,-0.3167,Negative
Mumbai University,0.5,"I opted for this college because I saw that an integrated course of Management with MBA is available. I don't like anything about this college. It's the worst. Teachers are biased in every possible way, that is from checking papers to treating children. Campus hygiene is the worst. Toilets are not maintained. Cafeteria is not clean. Classrooms aren't cleaned properly. Lift of college is in repair since the past 4-5 years. College admin is not at all cooperative and don't entertain students much. Any work in the admin will take around a month minimum and can go on for months. There is no placement system in the college. It is there but still no company has ever come in our college for placements. It feels like there is no future in this college. Honestly speaking, every student feels like they are eating their 5 years (3 years grad + 2 years post grad) of life here. I personally want to just get out of this college asap and do something else. I can leave but I am in it just for the degree now. The teaching is also not good. Computer lab's AC vents have stopped working and are infested with rats. There are pigs, snakes, dogs and what not on the campus. Even the water purifier gives stinking water sometimes. The list is very long but I guess, this much is more than sufficient to guess that the college is in such a pathetic condition. The director of the college is very.idk what to say. I don't have words for her. There's not a single good point I have about her. She doesn't know English for god sake.",Collegedunia,opted college saw integrated course management mba available dont like anything college worst teachers biased every possible way checking papers treating children campus hygiene worst toilets maintained cafeteria clean classrooms arent cleaned properly lift college repair since past years college admin cooperative dont entertain students much work admin take around month minimum go months placement system college still company ever come college placements feels like future college honestly speaking every student feels like eating years years grad years post grad life personally want get college asap something else leave degree teaching also good computer labs ac vents stopped working infested rats pigs snakes dogs campus even water purifier gives stinking water sometimes list long guess much sufficient guess college pathetic condition director college veryidk say dont words theres single good point doesnt know english god sake,Genuine,-0.9838,Negative
St Aloysius College Jabalpur,0.5,"The College annual gathering is a big event with study from all department taking part in it. The event comprise of dance performances,singing performance and plays.There are also seminars on various social, political and economic issue which are held occasionally.",Collegedunia,college annual gathering big event study department taking part event comprise dance performancessinging performance playsthere also seminars various social political economic issue held occasionally,Genuine,0.0,Neutral
St Aloysius College Jabalpur,0.5,"I took admission in St. Aloysius college because of its academic curriculum, infrastructure, location and students. I opted for this course to get knowledge about business and commerce. The most likeable thing about college is it's discipline.",Collegedunia,took admission st aloysius college academic curriculum infrastructure location students opted course get knowledge business commerce likeable thing college discipline,Genuine,0.5095,Positive
KLE Society's Degree College Bangalore,0.5,"Fees structure for Bcom 55k, 2nd pu 33k, Maybe it might change every year. Scholarship is given for sc and st. I think not more than 5k Also, there are exams for scholarships. Campus selection is excellent, Top companies will recruit us. Companies like Infosys, TCS many top companies.",Collegedunia,fees structure bcom k nd pu k maybe might change every year scholarship given sc st think k also exams scholarships campus selection excellent top companies recruit us companies like infosys tcs many top companies,Genuine,0.7717,Positive
